Jenis_Biji,Asal_Daerah,Ketinggian_Tanam_mdpl,Suhu_Roasting_C,Waktu_Roasting_Menit,Kelembapan_Persen,Skor_Cacat,Status_QC
Arabica,Sumatera,1530.9,200.9,14.3,12.75,2.0,Rejected
Arabica,Sumatera,1432.7,202.5,16.1,10.63,4.1,Approved
Arabica,Sumatera,1496.0,194.9,12.5,11.93,2.7,Approved
Robusta,Sulawesi,798.8,198.4,13.2,12.24,1.4,Approved
Arabica,Bali,1744.1,,14.1,8.03,1.2,Rejected
Arabica,Sumatera,1284.7,213.2,11.4,10.38,2.0,Approved
Arabica,Sumatera,1347.5,205.3,12.4,12.42,1.2,Approved
Robusta,Sumatera,588.1,213.3,9.4,11.41,1.2,Approved
Arabica,Bali,1380.9,,12.3,9.21,0.0,Approved
Arabica,Sulawesi,1680.1,,13.0,7.35,0.4,Approved
Robusta,Jawa,1008.8,205.3,13.0,10.45,1.3,Approved
Robusta,Sulawesi,816.7,204.4,14.1,10.89,3.5,Approved
Arabica,Sumatera,1636.3,203.9,10.5,9.67,0.7,Approved
Robusta,Sulawesi,596.3,210.7,10.9,11.21,1.5,Approved
Arabica,Sulawesi,1650.9,205.8,15.8,11.76,0.8,Approved
Arabica,Jawa,1539.9,208.6,11.7,12.01,0.2,Approved
Arabica,Bali,1594.6,210.2,12.4,7.47,6.4,Rejected
Arabica,Bali,1370.9,206.9,11.9,9.03,3.9,Rejected
Robusta,Sulawesi,903.6,200.1,10.4,10.54,0.2,Approved
Arabica,Sulawesi,1600.7,198.2,15.2,11.86,2.5,Approved
Arabica,Bali,1087.3,205.7,10.9,11.73,0.9,Approved
Robusta,Bali,793.2,204.1,9.7,11.71,10.5,Approved
Robusta,Jawa,661.1,205.4,11.1,10.42,0.7,Approved
Arabica,Sumatera,1538.4,204.9,8.0,10.51,0.5,Approved
Arabica,Sulawesi,1889.7,217.9,10.7,9.91,1.7,Rejected
Arabica,Bali,1705.0,198.3,10.1,12.15,3.6,Approved
Robusta,Sulawesi,804.8,195.1,13.2,9.62,0.4,Approved
Arabica,Sulawesi,1505.5,206.7,10.7,12.28,2.5,Approved
Robusta,Bali,735.2,203.1,13.8,11.31,0.1,Approved
Arabica,Jawa,1183.6,206.6,14.8,10.93,5.0,Rejected
Arabica,Sulawesi,1311.9,207.9,13.6,10.01,0.2,Approved
Arabica,Jawa,1387.8,211.4,11.6,8.97,4.9,Approved
